name	result	time_in_seconds	nationality	year
Chantal van den Broek-Blaak	1	14790	Netherlands	2017
Katrin Garfoot	2	28	Australia	2017
Amalie Dideriksen	3	28	Denmark	2017
Annemiek van Vleuten	4	28	Netherlands	2017
Katarzyna Niewiadoma	5	28	Poland	2017
Christine Majerus	6	28	Luxembourg	2017
Susanne Andersen	7	28	Norway	2017
Anna van der Breggen	8	28	Netherlands	2017
Emilia Fahlin	9	28	Sweden	2017
Elena Cecchini	10	28	Italy	2017
Pauline Ferrand-Prevot	11	28	France	2017
Leah Kirchmann	12	28	Canada	2017
Lucinda Brand	13	28	Netherlands	2017
Hannah Barnes	14	28	Great Britain	2017
Ellen van Dijk	15	28	Netherlands	2017
Rasa Leleivyte	16	28	Lithuania	2017
Sheyla Gutierrez	17	28	Spain	2017
Coryn Labecki	18	28	United States	2017
Sarah Roy	19	28	Australia	2017
Danielle Rowe	20	28	Great Britain	2017
Linda Villumsen	21	28	New Zealand	2017
Urska Pintar	22	28	Slovenia	2017
Gracie Elvin	23	28	Australia	2017
Shara Marche	24	28	Australia	2017
Martina Ritter	25	28	Austria	2017
Janneke Ensing	26	28	Netherlands	2017
Polona Batagelj	27	28	Slovenia	2017
Olga Zabelinskaya	28	28	Uzbekistan	2017
Vita Heine	29	28	Norway	2017
Ann-Sophie Duyck	30	28	Belgium	2017
Paula Andrea Patino	31	28	Colombia	2017
Mavi Garcia	32	28	Spain	2017
Karol-Ann Canuel	33	28	Canada	2017
Ingrid Drexel	34	28	Mexico	2017
Eugenia Bujak	35	28	Slovenia	2017
Hanna Nilsson	36	28	Sweden	2017
Elise Delzenne	37	28	France	2017
Cecilie Uttrup Ludwig	38	36	Denmark	2017
Tatiana Guderzo	39	36	Italy	2017
Audrey Cordon-Ragot	40	37	France	2017
Amanda Spratt	41	38	Australia	2017
Elizabeth Deignan	42	38	Great Britain	2017
Lisa Brennauer	43	79	Germany	2017
Ramona Forchini	44	79	Switzerland	2017
Amy Pieters	45	79	Netherlands	2017
Giorgia Bronzini	46	79	Italy	2017
Rossella Ratto	47	94	Italy	2017
Marianne Vos	48	110	Netherlands	2017
Hayley Simmonds	49	151	Great Britain	2017
Lisa Klein	50	151	Germany	2017
