name	result	time_in_seconds	nationality	year
Emma Pooley	1	1968	Great Britain	2010
Judith Arndt	2	15	Germany	2010
Linda Villumsen	3	16	New Zealand	2010
Amber Neben	4	38	United States	2010
Jeannie Longo	5	44	France	2010
Evelyn Stevens	6	60	United States	2010
Tara Whitten	7	66	Canada	2010
Shara Marche	8	73	Australia	2010
Emilia Fahlin	9	82	Sweden	2010
Tatiana Guderzo	10	86	Italy	2010
Emma Johansson	11	94	Sweden	2010
Noemi Cantele	12	101	Italy	2010
Patricia Schwager	13	111	Switzerland	2010
Charlotte Becker	14	114	Germany	2010
Anne Samplonius	15	115	Canada	2010
Melissa Holt	16	125	New Zealand	2010
Tatiana Antoshina	17	136	Russia	2010
Vicki Whitelaw	18	139	Australia	2010
Alexis Rhodes	19	144	Australia	2010
Olga Zabelinskaya	20	150	Uzbekistan	2010
Regina Bruins	21	180	Netherlands	2010
Grace Verbeke	22	181	Belgium	2010
Katazyna Sosna	23	181	Lithuania	2010
Veronica Leal	24	198	Mexico	2010
Svitlana Galyuk	25	203	Ukraine	2010
Chanpeng Nontasin	26	219	Thailand	2010
Tatiana Panina	27	242	Russia	2010
Valeria Muller	28	247	Argentina	2010
Lesya Kalitovska	29	264	Ukraine	2010
Doris Schweizer	30	268	Switzerland	2010
Chapookam Monrudee	31	312	Thailand	2010
Rosa Maria Bravo	32	326	Spain	2010
Yelena Antonova	33	341	Kazakhstan	2010
Belen Lopez	34	358	Spain	2010
Kimberley Yap Fui Lui	35	359	Malaysia	2010
Mariana Mohammad	36	406	Malaysia	2010
Kathryn Bertine	37	413	Saint Kitts en Nevis	2010
Siew Kheng Dinah Chan	38	444	Singapore	2010
