name	result	time_in_seconds	nationality	year
Matthew Goss	DNF	0	Australia	2010
Baden Cooke	DNF	0	Australia	2010
Simon Gerrans	DNF	0	Australia	2010
Diego Alejandro Tamayo	DNF	0	Colombia	2010
Edvald Boasson Hagen	DNF	0	Norway	2010
Alex Rasmussen	DNF	0	Denmark	2010
Michael Mørkøv	DNF	0	Denmark	2010
Christian Meier	DNF	0	Canada	2010
Dominique Rollin	DNF	0	Canada	2010
Dominic Klemme	DNF	0	Germany	2010
Tony Martin	DNF	0	Germany	2010
Abdelati Saadoune	DNF	0	Morocco	2010
Adil Jelloul	DNF	0	Morocco	2010
Tarik Chaoufi	DNF	0	Morocco	2010
Mohammed Said El Ammoury	DNF	0	Morocco	2010
Mouhssine Lahsaini	DNF	0	Morocco	2010
Adnane Aarbia	DNF	0	Morocco	2010
Matias Medici	DNF	0	Argentina	2010
Lucas Sebastian Haedo	DNF	0	Argentina	2010
Sergey Renev	DNF	0	Kazakhstan	2010
Valentin Iglinskiy	DNF	0	Kazakhstan	2010
Jeremy Hunt	DNF	0	Great Britain	2010
David Millar	DNF	0	Great Britain	2010
Mark Cavendish	DNF	0	Great Britain	2010
David Zabriskie	DNF	0	United States	2010
Craig Lewis	DNF	0	United States	2010
Jason McCartney	DNF	0	United States	2010
Tejay van Garderen	DNF	0	United States	2010
Tom Peterson	DNF	0	United States	2010
Yuri Metlushenko	DNF	0	Ukraine	2010
Andrey Grivko	DNF	0	Ukraine	2010
Martin Kohler	DNF	0	Switzerland	2010
Gregory Rast	DNF	0	Switzerland	2010
Danilo Wyss	DNF	0	Switzerland	2010
Michael Albasini	DNF	0	Switzerland	2010
Jay Robert Thomson	DNF	0	South Africa	2010
Daryl Impey	DNF	0	South Africa	2010
Darren Lill	DNF	0	South Africa	2010
Carlos Ivan Oyarzun	DNF	0	Chile	2010
Hayden Roulston	DNF	0	New Zealand	2010
Gregory Henderson	DNF	0	New Zealand	2010
Carlos Jose Ochoa	DNF	0	Venezuela	2010
Jackson Rodriguez	DNF	0	Venezuela	2010
Murilo Antonio Fischer	DNF	0	Brazil	2010
Jaros?aw Marycz	DNF	0	Poland	2010
Marcin Sapa	DNF	0	Poland	2010
Maciej Bodnar	DNF	0	Poland	2010
Borut Bozic	DNF	0	Slovenia	2010
Kristijan Koren	DNF	0	Slovenia	2010
Kalle Kriit	DNF	0	Estonia	2010
Hrvoje Miholjevic	DNF	0	Croatia	2010
Esad Hasanovic	DNF	0	Serbia	2010
Samuel Jose Caldeira	DNF	0	Portugal	2010
Manuel Antonio Leal Cardoso	DNF	0	Portugal	2010
Matt Brammeier	DNF	0	Ireland	2010
Imanol Erviti	DNF	0	Spain	2010
Samuel Sanchez	DNF	0	Spain	2010
Francisco Jose Ventoso	DNF	0	Spain	2010
Carlos Barredo	DNF	0	Spain	2010
Ruben Plaza	DNF	0	Spain	2010
Luis Leon Sanchez	DNF	0	Spain	2010
Juan Manuel Garate	DNF	0	Spain	2010
Francesco Gavazzi	DNF	0	Italy	2010
Matteo Tosatto	DNF	0	Italy	2010
Andrea Tonti	DNF	0	Italy	2010
Daniel Oss	DNF	0	Italy	2010
Artem Ovechkin	DNF	0	Russia	2010
Yuri Trofimov	DNF	0	Russia	2010
Alexander Porsev	DNF	0	Russia	2010
Vladimir Karpets	DNF	0	Russia	2010
Jos van Emden	DNF	0	Netherlands	2010
Jan Bakelants	DNF	0	Belgium	2010
Kevin De Weert	DNF	0	Belgium	2010
Leif Hoste	DNF	0	Belgium	2010
Jurgen Roelandts	DNF	0	Belgium	2010
Frederik Willems	DNF	0	Belgium	2010
Mario Aerts	DNF	0	Belgium	2010
Ben Gastauer	DNF	0	Luxembourg	2010
Peter Sagan	DNF	0	Slovakia	2010
