name	result	time_in_seconds	nationality	year
Giorgia Bronzini	1	12721	Italy	2010
Marianne Vos	2	0	Netherlands	2010
Emma Johansson	3	0	Sweden	2010
Nicole Cooke	4	0	Great Britain	2010
Judith Arndt	5	1	Germany	2010
Grace Verbeke	6	3	Belgium	2010
Trixi Worrack	7	3	Germany	2010
Rasa Leleivyte	8	3	Lithuania	2010
Elizabeth Deignan	9	3	Great Britain	2010
NULL	10	3	NULL	2010
Catherine Cheatley	11	3	New Zealand	2010
Jeannie Longo	12	3	France	2010
Olga Zabelinskaya	13	3	Uzbekistan	2010
Andrea Graus	14	3	Austria	2010
Tara Whitten	15	3	Canada	2010
NULL	16	3	NULL	2010
Amber Neben	17	3	United States	2010
Edwige Pitel	18	3	France	2010
Linda Villumsen	19	3	New Zealand	2010
Emma Pooley	20	3	Great Britain	2010
Evelyn Stevens	21	8	United States	2010
Noemi Cantele	22	8	Italy	2010
Erinne Willock	23	21	Canada	2010
Tatiana Guderzo	24	32	Italy	2010
Annemiek van Vleuten	25	102	Netherlands	2010
Ruth Corset	26	102	Australia	2010
Regina Bruins	27	102	Netherlands	2010
Vicki Whitelaw	28	102	Australia	2010
Catherine Hare Williamson	29	102	Great Britain	2010
Tatiana Antoshina	30	102	Russia	2010
Loes Gunnewijk	31	102	Netherlands	2010
Noortje Tabak	32	102	Netherlands	2010
Edita Pucinskaite	33	102	Lithuania	2010
Natalia Boyarskaya	34	107	Russia	2010
Elena Berlato	35	122	Italy	2010
Luisa Tamanini	36	122	Italy	2010
Grete Treier	37	458	Estonia	2010
Mayuko Hagiwara	38	460	Japan	2010
Oxana Kozonchuk	39	460	Russia	2010
Julia Martisova	40	460	Russia	2010
Robyn De Groot	41	460	South Africa	2010
Marissa Stander	42	465	South Africa	2010
Anne Samplonius	43	468	Canada	2010
Polona Batagelj	44	579	Slovenia	2010
Sara Mustonen	45	579	Sweden	2010
Christel Ferrier-Bruneau	46	579	Canada	2010
Froydis Waerstad	47	579	Norway	2010
Sophie Creux	48	579	France	2010
Liesbet De Vocht	49	579	Belgium	2010
Veronica Leal	50	579	Mexico	2010
Lieselot Decroix	51	579	Belgium	2010
Marie Lindberg	52	696	Sweden	2010
Lise Nøstvold	53	696	Norway	2010
Emilia Fahlin	54	696	Sweden	2010
Sofie De Vuyst	55	696	Belgium	2010
Anriette Schoeman	56	696	South Africa	2010
Martina Ruzickova	57	696	Czech Republic	2010
Christine Majerus	58	712	Luxembourg	2010
Emilie Aubry	59	712	Switzerland	2010
Natalya Saifutdinova	60	712	Kazakhstan	2010
Luise Keller	61	714	Germany	2010
Serena Sheridan	62	714	New Zealand	2010
Jennifer Hohl	63	714	Switzerland	2010
Marcia Fernandes	64	714	Brazil	2010
Carmen Small	65	714	United States	2010
Alona Andruk	66	714	Ukraine	2010
Valentina Carretta	67	714	Italy	2010
Theresa Cliff-Ryan	68	714	United States	2010
Joelle Numainville	69	714	Canada	2010
Toni Bradshaw	70	714	New Zealand	2010
Nathalie Lamborelle	71	999	Luxembourg	2010
Edita Janeliunaite	72	999	Lithuania	2010
Inga Cesuliene	73	999	Lithuania	2010
Tatiana Panina	74	1086	Russia	2010
Ariadna Tudel	75	1113	Andorra	2010
Belen Lopez	76	1175	Spain	2010
Mariana Mohammad	DNF	0	Malaysia	2010
Jer Ling Lee	DNF	0	Singapore	2010
Siew Kheng Dinah Chan	DNF	0	Singapore	2010
Doris Schweizer	DNF	0	Switzerland	2010
Chapookam Monrudee	DNF	0	Thailand	2010
Shara Marche	DNF	0	Australia	2010
Colleen Ang	DNF	0	Singapore	2010
Amanda Spratt	DNF	0	Australia	2010
Noor Azian Alias	DNF	0	Malaysia	2010
Valeria Muller	DNF	0	Argentina	2010
Courtney Lowe	DNF	0	New Zealand	2010
Katheryn Curi-Mattis	DNF	0	United States	2010
Maja Marukic	DNF	0	Croatia	2010
Modesta Vzesniauskaite	DNF	0	Lithuania	2010
Cherise Willeit	DNF	0	South Africa	2010
Lesya Kalitovska	DNF	0	Ukraine	2010
Denise Ramsden	DNF	0	Canada	2010
Ana Teresa Casas	DNF	0	Mexico	2010
Kathryn Bertine	DNF	0	Saint Kitts en Nevis	2010
Chanpeng Nontasin	DNF	0	Thailand	2010
Emma Crum	DNF	0	New Zealand	2010
Katie Colclough	DNF	0	Great Britain	2010
Kimberley Yap Fui Lui	DNF	0	Malaysia	2010
Rosa Maria Bravo	DNF	0	Spain	2010
Sofia Arreola	DNF	0	Mexico	2010
Ludivine Henrion	DNF	0	Belgium	2010
Rossella Callovi	DNF	0	Italy	2010
Shelley Olds	DNF	0	United States	2010
Svitlana Galyuk	DNF	0	Ukraine	2010
Lucy Martin	DNF	0	Great Britain	2010
Chantal van den Broek-Blaak	DNF	0	Netherlands	2010
Charlotte Becker	DNF	0	Germany	2010
Carla Ryan	DNF	0	Australia	2010
Kirsten Wild	DNF	0	Netherlands	2010
Patricia Schwager	DNF	0	Switzerland	2010
Ana Belen Garcia	DNF	0	Spain	2010
Elena Kuchinskaya	DNF	0	Russia	2010
Tiffany Cromwell	DNF	0	Australia	2010
Eleonora Patuzzo	DNF	0	Italy	2010
Ina-Yoko Teutenberg	DNF	0	Germany	2010
Adrie Visser	DNF	0	Netherlands	2010
Emilie Moberg	DNF	0	Norway	2010
Amanda Miller	DNF	0	United States	2010
Bridie O'Donnell	DNF	0	Australia	2010
Katazyna Sosna	DNF	0	Lithuania	2010
Karol-Ann Canuel	DNF	0	Canada	2010
Nina Ovcharenko	DNS	0	Ukraine	2010
