name	result	time_in_seconds	nationality	year
Chanpeng Nontasin	51	11	Thailand	2011
Rochelle Gilmore	52	11	Australia	2011
Ma?gorzata Jasinska	53	11	Poland	2011
Jennifer Hohl	54	11	Switzerland	2011
Denise Ramsden	55	11	Canada	2011
Sarah Duster	56	11	Germany	2011
Elisa Longo Borghini	57	17	Italy	2011
Katazyna Sosna	58	17	Lithuania	2011
Judith Arndt	59	17	Germany	2011
Lilibeth Chacon	60	17	Venezuela	2011
Patricia Schwager	61	21	Switzerland	2011
Tetyana Riabchenko	62	21	Ukraine	2011
Noemi Cantele	63	21	Italy	2011
Trixi Worrack	64	27	Germany	2011
Katie Colclough	65	29	Great Britain	2011
Julie Leth	66	32	Denmark	2011
Veronica Leal	67	39	Mexico	2011
Angie Sabrina Gonzalez	68	40	Venezuela	2011
Emma Pooley	69	40	Great Britain	2011
Martina Thomasson	70	41	Sweden	2011
Emilie Aubry	71	41	Switzerland	2011
Evelyn Stevens	72	41	United States	2011
Amber Neben	73	41	United States	2011
Martine Bras	74	41	Netherlands	2011
Danielys del Valle Garcia	75	41	Venezuela	2011
Anna Sanchis	76	41	Spain	2011
Inga Cesuliene	77	41	Lithuania	2011
Pascale Schnider	78	41	Switzerland	2011
Fabienne Schauss	79	41	Luxembourg	2011
Alenka Novak	80	41	Slovenia	2011
NULL	81	41	NULL	2011
Catherine Hare Williamson	82	41	Great Britain	2011
Carla Ryan	83	41	Australia	2011
Marie Lindberg	84	41	Sweden	2011
Claudia Lichtenberg	85	41	Germany	2011
Madelene Olsson	86	41	Sweden	2011
Audrey Cordon-Ragot	87	41	France	2011
Tara Whitten	88	41	Canada	2011
Shara Marche	89	47	Australia	2011
Amanda Miller	90	47	United States	2011
Lisa Brennauer	91	47	Germany	2011
Alona Andruk	92	49	Ukraine	2011
Sara Mustonen	93	50	Sweden	2011
Julie Krasniak	94	57	France	2011
Loes Gunnewijk	95	64	Netherlands	2011
Tatiana Antoshina	96	68	Russia	2011
Valentina Scandolara	97	71	Italy	2011
Chantal van den Broek-Blaak	98	77	Netherlands	2011
Kirsten Wild	99	77	Netherlands	2011
Robyn De Groot	100	79	South Africa	2011
Robin Farina	101	79	United States	2011
Dorte Lohse Rasmussen	102	84	Denmark	2011
Clara Hughes	103	98	Canada	2011
Edita Janeliunaite	104	125	Lithuania	2011
Magdalena De Saint Jean	105	125	France	2011
Alexandra Burchenkova	106	133	Russia	2011
Emilie Moberg	107	136	Norway	2011
Tatiana Guderzo	108	143	Italy	2011
Elena Cecchini	109	143	Italy	2011
Amanda Spratt	110	157	Australia	2011
Linda Villumsen	111	157	New Zealand	2011
Belen Lopez	112	157	Spain	2011
Urte Juodvalkyte	113	160	Lithuania	2011
Daniela Pintarelli	114	211	Austria	2011
Jessie Maclean	115	263	Australia	2011
Evelyn Arys	116	263	Belgium	2011
Jacqueline Hahn	117	263	Austria	2011
Tjasa Rutar	118	442	Slovenia	2011
Chapookam Monrudee	119	463	Thailand	2011
Thea Thorsen	120	532	Norway	2011
Anita Kenyo	DNF	0	Hungary	2011
Seba Alraai	DNF	0	Syria	2011
Liisi Rist	DNF	0	Estonia	2011
Olena Pavlukhina	DNF	0	Azerbaijan	2011
Kathryn Bertine	DNF	0	Saint Kitts en Nevis	2011
Jutatip Maneephan	DNF	0	Thailand	2011
Claire Louise Fraser	DNF	0	Guyana	2011
Siew Kheng Dinah Chan	DNF	0	Singapore	2011
Ho Hsiung Huang	DNF	0	Taiwan	2011
Chantal Hoffmann	DNF	0	Luxembourg	2011
Mia Radotic	DNF	0	Croatia	2011
Hsiao Chia Tseng	DNF	0	Taiwan	2011
Maja Marukic	DNF	0	Croatia	2011
Valeria Muller	DNF	0	Argentina	2011
Mei Yu Hsiao	DNF	0	Taiwan	2011
Alena Sitsko	DNF	0	Belarus	2011
Roba Helane	DNF	0	Syria	2011
Marina Bodulak	DNF	0	Croatia	2011
Siobhan Dervan	DNF	0	Ireland	2011
Marcia Fernandes	DNF	0	Brazil	2011
Lucinda Brand	DNF	0	Netherlands	2011
Isabelle Soderberg	DNF	0	Sweden	2011
Andrea Graus	DNF	0	Austria	2011
Martina Ruzickova	DNF	0	Czech Republic	2011
