name	result	time_in_seconds	nationality	year
Giorgia Bronzini	1	12088	Italy	2011
Marianne Vos	2	0	Netherlands	2011
Ina-Yoko Teutenberg	3	0	Germany	2011
Nicole Cooke	4	0	Great Britain	2011
Julia Martisova	5	0	Russia	2011
Chloe Hosking	6	0	Australia	2011
Elizabeth Deignan	7	0	Great Britain	2011
Ludivine Henrion	8	0	Belgium	2011
Rasa Leleivyte	9	0	Lithuania	2011
Aude Biannic	10	0	France	2011
Svetlana Stolbova	11	0	Russia	2011
Joelle Numainville	12	0	Canada	2011
Lise Nøstvold	13	0	Norway	2011
Emma Johansson	14	0	Sweden	2011
Grace Verbeke	15	0	Belgium	2011
Oxana Kozonchuk	16	0	Russia	2011
Leah Kirchmann	17	0	Canada	2011
Theresa Cliff-Ryan	18	0	United States	2011
Paulina Brzezna	19	0	Poland	2011
Emilia Fahlin	20	0	Sweden	2011
Liesbet De Vocht	21	0	Belgium	2011
Shelley Olds	22	0	United States	2011
Ashleigh Moolman	23	0	South Africa	2011
Annemiek van Vleuten	24	0	Netherlands	2011
Eneritz Iturriaga	25	0	Spain	2011
Sylwia Kapusta-Szyd?ak	26	0	Poland	2011
Alena Amialiusik	27	0	Belarus	2011
Vicki Whitelaw	28	0	Australia	2011
Christel Ferrier-Bruneau	29	0	Canada	2011
Grete Treier	30	0	Estonia	2011
Olga Zabelinskaya	31	0	Uzbekistan	2011
Joanna van de Winkel	32	0	South Africa	2011
Erinne Willock	33	0	Canada	2011
Cherise Willeit	34	0	South Africa	2011
Pia Sundstedt	35	0	Finland	2011
Rhae-Christie Shaw	36	0	Canada	2011
Sofie De Vuyst	37	0	Belgium	2011
Charlotte Becker	38	0	Germany	2011
Monia Baccaille	39	0	Italy	2011
Alessandra D'Ettorre	40	0	Italy	2011
Polona Batagelj	41	0	Slovenia	2011
Nathalie Lamborelle	42	0	Luxembourg	2011
Ievgeniia Vysotska	43	0	Ukraine	2011
Melodie Lesueur	44	8	France	2011
Maaike Polspoel	45	8	Belgium	2011
Paola Andrea Munoz	46	11	Chile	2011
Lucy Martin	47	11	Great Britain	2011
Flavia Oliveira	48	11	Brazil	2011
Aleksandra Sosenko	49	11	Lithuania	2011
Mayuko Hagiwara	50	11	Japan	2011
