name	result	time_in_seconds	nationality	year
Tony Martin	1	3518	Germany	2012
Taylor Phinney	2	6	United States	2012
Vasil Kiryienka	3	105	Belarus	2012
Tejay van Garderen	4	110	United States	2012
Fredrik Kessiakoff	5	111	Sweden	2012
Dmitriy Gruzdev	6	117	Kazakhstan	2012
Jan Barta	7	133	Czech Republic	2012
Alex Dowsett	8	146	Great Britain	2012
Alberto Contador	9	150	Spain	2012
Adriano Malori	10	161	Italy	2012
Andrey Grivko	11	164	Ukraine	2012
Svein Tuft	12	177	Canada	2012
Tanel Kangert	13	177	Estonia	2012
Riccardo Zoidl	14	178	Austria	2012
Sylvain Chavanel	15	178	France	2012
Cameron Meyer	16	180	Australia	2012
Kristijan Koren	17	186	Slovenia	2012
Jeremy Roy	18	188	France	2012
Gustav Erik Larsson	19	192	Sweden	2012
Thomas De Gendt	20	196	Belgium	2012
Luke Durbridge	21	198	Australia	2012
Jonathan Castroviejo	22	204	Spain	2012
Jesse Sergent	23	206	New Zealand	2012
Kristof Vandewalle	24	216	Belgium	2012
Wilco Kelderman	25	220	Netherlands	2012
Maciej Bodnar	26	226	Poland	2012
Patrick Gretsch	27	229	Germany	2012
Ioannis Tamouridis	28	233	Greece	2012
Sergey Firsanov	29	237	Russia	2012
Matej Jurco	30	237	Slovakia	2012
Sam Bewley	31	239	New Zealand	2012
Carlos Ivan Oyarzun	32	244	Chile	2012
Ramunas Navardauskas	33	246	Lithuania	2012
Peter Velits	34	247	Slovakia	2012
Rein Taaramae	35	250	Estonia	2012
Bert Grabsch	36	257	Germany	2012
Jakob Fuglsang	37	259	Denmark	2012
Lieuwe Westra	38	259	Netherlands	2012
Jay Robert Thomson	39	260	South Africa	2012
Janez Brajkovic	40	260	Slovenia	2012
Reinardt Janse van Rensburg	41	266	South Africa	2012
Alexandr Dyachenko	42	272	Kazakhstan	2012
Gatis Smukulis	43	276	Latvia	2012
Ignatas Konovalovas	44	295	Lithuania	2012
Mykhaylo Kononenko	45	309	Ukraine	2012
Michael Hutchinson	46	323	Ireland	2012
Vladimir Gusev	47	335	Russia	2012
Eugen Wacker	48	344	Kyrgyzstan	2012
Jose Ragonessi	49	377	Ecuador	2012
Aleksejs Saramotins	50	379	Latvia	2012
Segundo Navarrete	51	478	Ecuador	2012
Elchin Asadov	52	553	Azerbaijan	2012
Andrei Krasilnikau	53	558	Belarus	2012
David Albos Cavaliere	54	559	Andorra	2012
Jiyong Kang	55	560	South Korea	2012
Gabor Lengyel	56	830	Hungary	2012
