name	result	time_in_seconds	nationality	year
Philippe Gilbert	1	22241	Belgium	2012
Edvald Boasson Hagen	2	4	Norway	2012
Alejandro Valverde	3	5	Spain	2012
John Degenkolb	4	5	Germany	2012
Lars Boom	5	5	Netherlands	2012
Allan Davis	6	5	Australia	2012
Thomas Voeckler	7	5	France	2012
Ramunas Navardauskas	8	5	Lithuania	2012
Sergio Henao	9	5	Colombia	2012
Oscar Freire	10	5	Spain	2012
Rui Costa	11	5	Portugal	2012
Tom Boonen	12	5	Belgium	2012
Oscar Gatto	13	5	Italy	2012
Peter Sagan	14	5	Slovakia	2012
Fredrik Kessiakoff	15	5	Sweden	2012
Koen de Kort	16	5	Netherlands	2012
Michael Albasini	17	5	Switzerland	2012
Assan Bazayev	18	5	Kazakhstan	2012
Jonathan Tiernan-Locke	19	5	Great Britain	2012
Lars Petter Nordhaug	19	5	Norway	2012
Simon Gerrans	20	5	Australia	2012
Stefan Denifl	22	5	Austria	2012
Rigoberto Uran	23	5	Colombia	2012
Daniel Moreno	24	5	Spain	2012
Greg Van Avermaet	25	5	Belgium	2012
Bjorn Leukemans	26	5	Belgium	2012
Fabian Wegmann	27	5	Germany	2012
Alexandr Kolobnev	28	5	Russia	2012
Vincenzo Nibali	29	5	Italy	2012
Andre Cardoso	30	17	Portugal	2012
Andrey Grivko	31	17	Ukraine	2012
Robert Gesink	32	17	Netherlands	2012
Dan Martin	33	17	Ireland	2012
Nicolas Roche	34	17	Ireland	2012
Jurgen Roelandts	35	17	Belgium	2012
Ian Stannard	36	53	Great Britain	2012
Paul Martens	37	53	Germany	2012
Alberto Contador	38	53	Spain	2012
Joaquim Rodriguez	39	53	Spain	2012
Yuri Trofimov	40	61	Russia	2012
Samuel Sanchez	41	97	Spain	2012
David Tanner	42	97	Australia	2012
Andrew Talansky	43	114	United States	2012
Rene Mandri	44	141	Estonia	2012
Gustav Erik Larsson	45	141	Sweden	2012
Marek Rutkiewicz	46	141	Poland	2012
Carlos Betancur	47	141	Colombia	2012
Bauke Mollema	48	141	Netherlands	2012
Rafael Andriato	49	141	Brazil	2012
Michael Schar	50	141	Switzerland	2012
Gatis Smukulis	51	141	Latvia	2012
NULL	52	141	NULL	2012
Jaros?aw Marycz	53	141	Poland	2012
Takashi Miyazawa	54	141	Japan	2012
Karsten Kroon	55	141	Netherlands	2012
Tom-Jelte Slagter	56	141	Netherlands	2012
Sylvain Chavanel	57	141	France	2012
Radoslav Rogina	58	141	Croatia	2012
Jan Barta	59	141	Czech Republic	2012
Ben Swift	60	141	Great Britain	2012
Micha? Go?as	61	141	Poland	2012
Jempy Drucker	62	141	Luxembourg	2012
Mathias Frank	63	141	Switzerland	2012
Alex Howes	64	141	United States	2012
Vladimir Gusev	65	141	Russia	2012
Niki Terpstra	66	141	Netherlands	2012
Steve Morabito	67	141	Switzerland	2012
Winner Anacona	68	141	Colombia	2012
Nairo Quintana	69	141	Colombia	2012
Steve Cummings	70	141	Great Britain	2012
Sergio Miguel Paulinho	71	141	Portugal	2012
Simon Geschke	72	141	Germany	2012
Heinrich Haussler	73	141	Australia	2012
Moreno Moser	74	154	Italy	2012
Luca Paolini	75	166	Italy	2012
Rinaldo Nocentini	76	166	Italy	2012
Marco Marcato	77	166	Italy	2012
Simon Clarke	78	173	Australia	2012
Johannes Frohlinger	79	173	Germany	2012
Christian Knees	80	173	Germany	2012
Juan Antonio Flecha	81	173	Spain	2012
Borut Bozic	82	173	Slovenia	2012
David Veilleux	83	173	Canada	2012
Mickael Delage	84	173	France	2012
Diego Ulissi	85	173	Italy	2012
Eduard Vorganov	86	173	Russia	2012
Oleksandr Polivoda	87	191	Ukraine	2012
Luke Rowe	88	346	Great Britain	2012
Vladimir Isaychev	89	346	Russia	2012
Gianni Meersman	90	490	Belgium	2012
Matej Jurco	91	535	Slovakia	2012
Carlos Ivan Oyarzun	92	535	Chile	2012
Aleksandr Kuschynski	93	535	Belarus	2012
Siarhei Papok	94	535	Belarus	2012
Stefan Koychev Hristov	95	535	Bulgaria	2012
Evaldas Siskevicius	96	535	Lithuania	2012
Carlos Jose Ochoa	97	535	Venezuela	2012
Taylor Phinney	98	535	United States	2012
Peter Kusztor	99	535	Hungary	2012
Bert-Jan Lindeman	100	535	Netherlands	2012
Przemys?aw Niemiec	101	535	Poland	2012
Jacek Morajko	102	535	Poland	2012
Brent Bookwalter	103	535	United States	2012
Frantisek Rabon	104	535	Czech Republic	2012
Ronan Mclaughlin	105	535	Ireland	2012
Matthias Brandle	106	535	Austria	2012
Milan Kadlec	107	535	Czech Republic	2012
