name	result	time_in_seconds	nationality	year
Moreno Argentin	1	23558	Italy	1986
Charly Mottet	2	1	France	1986
Giuseppe Saronni	3	9	Italy	1986
Juan Fernandez	4	9	Spain	1986
Sean Kelly	5	9	Ireland	1986
Alfonso Gutierrez	6	9	Spain	1986
Greg LeMond	7	9	United States	1986
Jesper Worre	8	9	Denmark	1986
Ludo Peeters	9	9	Belgium	1986
Federico Echave	10	9	Spain	1986
Pello Ruiz Cabestany	11	9	Spain	1986
Jesus Blanco Villar	12	9	Spain	1986
Nico Verhoeven	13	9	Netherlands	1986
Guido Bontempi	14	9	Italy	1986
NULL	15	9	NULL	1986
Marc Sergeant	16	9	Belgium	1986
Jean-Philippe Vandenbrande	17	9	Belgium	1986
Phil Anderson	18	9	Australia	1986
Alvaro Pino	19	9	Spain	1986
Gottfried Gody Schmutz	20	9	Switzerland	1986
Jonas Tegstrom	21	9	Sweden	1986
Johan van der Velde	22	9	Netherlands	1986
Dag Erik Pedersen	23	9	Norway	1986
Michael Wilson	24	9	Australia	1986
Dag-Otto Lauritzen	25	9	Norway	1986
NULL	26	9	NULL	1986
Rolf Sørensen	27	9	Denmark	1986
Doug Shapiro	28	9	United States	1986
NULL	29	9	NULL	1986
Hendrik Devos	30	9	Belgium	1986
Czes?aw Lang	31	9	Poland	1986
Pascal Richard	32	9	Switzerland	1986
Erich Machler	33	9	Switzerland	1986
Jeff Pierce	34	9	United States	1986
Bernard Gavillet	35	9	Switzerland	1986
Jan Nevens	36	9	Belgium	1986
NULL	37	9	NULL	1986
Jørgen Marcussen	38	9	Denmark	1986
Niki Ruttimann	39	9	Switzerland	1986
Gianbattista Baronchelli	40	9	Italy	1986
Jean-Claude Bagot	41	9	France	1986
Davis Phinney	42	9	United States	1986
Gerhard Zadrobilek	43	9	Austria	1986
Jesper Skibby	44	9	Denmark	1986
Jose Antonio Agudelo	45	9	Colombia	1986
Jean-Francois Bernard	46	9	France	1986
Acacio da Silva	47	9	Portugal	1986
Eduardo Chozas	48	9	Spain	1986
Eric Van Lancker	49	9	Belgium	1986
Raul Alcala	50	9	Mexico	1986
Pedro Delgado	51	9	Spain	1986
Joop Zoetemelk	52	9	Netherlands	1986
Claudio Corti	53	9	Italy	1986
Palmiro Masciarelli	54	9	Italy	1986
Gerard Veldscholten	55	9	Netherlands	1986
Marino Lejarreta	56	9	Spain	1986
Steven Rooks	57	9	Netherlands	1986
Maarten Ducrot	58	9	Netherlands	1986
Bernard Hinault	59	9	France	1986
Dirk De Wolf	60	9	Belgium	1986
Urs Zimmermann	61	9	Switzerland	1986
NULL	62	9	NULL	1986
NULL	63	9	NULL	1986
Roy Knickman	64	9	United States	1986
Stefan Brykt	65	9	Sweden	1986
Francesco Moser	66	9	Italy	1986
Adrie van der Poel	67	9	Netherlands	1986
Yvon Madiot	68	9	France	1986
Steve Bauer	69	9	Canada	1986
Reimund Dietzen	70	9	Germany	1986
Bjorn Backmann	71	44	Sweden	1986
Jozef Lieckens	72	56	Belgium	1986
Rafael Tolosa	73	74	Colombia	1986
Carlos Mario Jaramillo	74	77	Colombia	1986
Rolf Golz	75	92	Germany	1986
Marino Amadori	76	123	Italy	1986
Celestino Prieto	77	166	Spain	1986
Bruno Leali	78	173	Italy	1986
Ron Kiefel	79	173	United States	1986
Jorg Muller	80	173	Switzerland	1986
Gianni Bugno	81	173	Italy	1986
Theo de Rooij	82	173	Netherlands	1986
Teun van Vliet	83	173	Netherlands	1986
Nico Emonds	84	195	Belgium	1986
Carlo Bomans	85	199	Belgium	1986
Stefano Colage	86	320	Italy	1986
Joel Pelier	87	407	France	1986
NULL	DNF	0	NULL	1986
Laurie Venn	DNF	0	Australia	1986
Allan Peiper	DNF	0	Australia	1986
Alan Hunter	DNF	0	Australia	1986
Paul Miller	DNF	0	Australia	1986
Danny Clark	DNF	0	Australia	1986
Tony Perri	DNF	0	Australia	1986
David Mcfarlane	DNF	0	Australia	1986
Eric Bishop	DNF	0	Australia	1986
Rogelio Arango	DNF	0	Colombia	1986
Rafael Antonio Acevedo	DNF	0	Colombia	1986
Luis Alberto Herrera	DNF	0	Colombia	1986
Jose Alfonso Lopez	DNF	0	Colombia	1986
NULL	DNF	0	NULL	1986
Michael Marcussen	DNF	0	Denmark	1986
Jens Veggerby	DNF	0	Denmark	1986
Jørgen Vagn Pedersen	DNF	0	Denmark	1986
Kim Eriksen	DNF	0	Denmark	1986
Richard Meehan	DNF	0	Canada	1986
Ron Hayman	DNF	0	Canada	1986
Ron Joostema	DNF	0	Canada	1986
Hugh Walton	DNF	0	Canada	1986
Alex Stieda	DNF	0	Canada	1986
Hans Neumayer	DNF	0	Germany	1986
Peter Hilse	DNF	0	Germany	1986
Dietrich Thurau	DNF	0	Germany	1986
Rigobert Matt	DNF	0	Germany	1986
Per Mikael Christiansson	DNF	0	Sweden	1986
Bob Roll	DNF	0	United States	1986
Thomas Prehn	DNF	0	United States	1986
